id,products,total,discountedTotal,userId,totalProducts,totalQuantity
183,"[{'id': 63, 'title': 'Kitchen Sieve', 'price': 7.99, 'quantity': 5, 'total': 39.95, 'discountPercentage': 18.91, 'discountedTotal': 32.4, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/kitchen-sieve/thumbnail.webp'}, {'id': 64, 'title': 'Knife', 'price': 14.99, 'quantity': 1, 'total': 14.99, 'discountPercentage': 18.86, 'discountedTotal': 12.16, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/knife/thumbnail.webp'}, {'id': 136, 'title': 'Vivo X21', 'price': 499.99, 'quantity': 5, 'total': 2499.95, 'discountPercentage': 17.41, 'discountedTotal': 2064.71, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/vivo-x21/thumbnail.webp'}, {'id': 193, 'title': 'Watch Gold for Women', 'price': 799.99, 'quantity': 3, 'total': 2399.9700000000003, 'discountPercentage': 18.34, 'discountedTotal': 1959.82, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-watches/watch-gold-for-women/thumbnail.webp'}, {'id': 167, 'title': '300 Touring', 'price': 28999.99, 'quantity': 2, 'total': 57999.98, 'discountPercentage': 3.98, 'discountedTotal': 55691.58, 'thumbnail': 'https://cdn.dummyjson.com/product-images/vehicle/300-touring/thumbnail.webp'}]",62954.84,59760.67,183,5,16
184,"[{'id': 98, 'title': 'Rolex Submariner Watch', 'price': 13999.99, 'quantity': 1, 'total': 13999.99, 'discountPercentage': 5.05, 'discountedTotal': 13292.99, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/thumbnail.webp'}, {'id': 67, 'title': 'Mug Tree Stand', 'price': 15.99, 'quantity': 1, 'total': 15.99, 'discountPercentage': 9.25, 'discountedTotal': 14.51, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/mug-tree-stand/thumbnail.webp'}]",14015.98,13307.5,184,2,2
185,"[{'id': 33, 'title': 'Mulberry', 'price': 4.99, 'quantity': 1, 'total': 4.99, 'discountPercentage': 12.87, 'discountedTotal': 4.35, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/mulberry/thumbnail.webp'}, {'id': 130, 'title': 'Realme XT', 'price': 349.99, 'quantity': 4, 'total': 1399.96, 'discountPercentage': 11.51, 'discountedTotal': 1238.82, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/realme-xt/thumbnail.webp'}]",1404.95,1243.17,185,2,5
186,"[{'id': 92, 'title': 'Sports Sneakers Off White Red', 'price': 109.99, 'quantity': 3, 'total': 329.96999999999997, 'discountPercentage': 0.04, 'discountedTotal': 329.84, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-red/thumbnail.webp'}, {'id': 70, 'title': 'Red Tongs', 'price': 6.99, 'quantity': 5, 'total': 34.95, 'discountPercentage': 14.52, 'discountedTotal': 29.88, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/red-tongs/thumbnail.webp'}]",364.92,359.72,186,2,8
187,"[{'id': 12, 'title': 'Annibale Colombo Sofa', 'price': 2499.99, 'quantity': 4, 'total': 9999.96, 'discountPercentage': 14.4, 'discountedTotal': 8559.97, 'thumbnail': 'https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-sofa/thumbnail.webp'}, {'id': 119, 'title': 'Olay Ultra Moisture Shea Butter Body Wash', 'price': 12.99, 'quantity': 5, 'total': 64.95, 'discountPercentage': 16.39, 'discountedTotal': 54.3, 'thumbnail': 'https://cdn.dummyjson.com/product-images/skin-care/olay-ultra-moisture-shea-butter-body-wash/thumbnail.webp'}, {'id': 161, 'title': 'Samsung Galaxy Tab White', 'price': 349.99, 'quantity': 2, 'total': 699.98, 'discountPercentage': 18.2, 'discountedTotal': 572.58, 'thumbnail': 'https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-white/thumbnail.webp'}, {'id': 10, 'title': 'Gucci Bloom Eau de', 'price': 79.99, 'quantity': 1, 'total': 79.99, 'discountPercentage': 14.39, 'discountedTotal': 68.48, 'thumbnail': 'https://cdn.dummyjson.com/product-images/fragrances/gucci-bloom-eau-de/thumbnail.webp'}]",10844.88,9255.33,187,4,12
188,"[{'id': 184, 'title': 'Tropical Earring', 'price': 19.99, 'quantity': 5, 'total': 99.94999999999999, 'discountPercentage': 0.76, 'discountedTotal': 99.19, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-jewellery/tropical-earring/thumbnail.webp'}, {'id': 166, 'title': 'Tartan Dress', 'price': 39.99, 'quantity': 1, 'total': 39.99, 'discountPercentage': 12.95, 'discountedTotal': 34.81, 'thumbnail': 'https://cdn.dummyjson.com/product-images/tops/tartan-dress/thumbnail.webp'}, {'id': 2, 'title': 'Eyeshadow Palette with Mirror', 'price': 19.99, 'quantity': 1, 'total': 19.99, 'discountPercentage': 18.19, 'discountedTotal': 16.35, 'thumbnail': 'https://cdn.dummyjson.com/product-images/beauty/eyeshadow-palette-with-mirror/thumbnail.webp'}, {'id': 183, 'title': 'Green Oval Earring', 'price': 24.99, 'quantity': 1, 'total': 24.99, 'discountPercentage': 15.18, 'discountedTotal': 21.2, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-jewellery/green-oval-earring/thumbnail.webp'}]",184.92,171.55,188,4,8
189,"[{'id': 122, 'title': 'iPhone 6', 'price': 299.99, 'quantity': 3, 'total': 899.97, 'discountPercentage': 6.69, 'discountedTotal': 839.76, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/iphone-6/thumbnail.webp'}, {'id': 8, 'title': ""Dior J'adore"", 'price': 89.99, 'quantity': 4, 'total': 359.96, 'discountPercentage': 14.72, 'discountedTotal': 306.97, 'thumbnail': ""https://cdn.dummyjson.com/product-images/fragrances/dior-j'adore/thumbnail.webp""}, {'id': 108, 'title': 'iPhone 12 Silicone Case with MagSafe Plum', 'price': 29.99, 'quantity': 1, 'total': 29.99, 'discountPercentage': 13.85, 'discountedTotal': 25.84, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/iphone-12-silicone-case-with-magsafe-plum/thumbnail.webp'}]",1289.92,1172.57,189,3,8
190,"[{'id': 157, 'title': 'Party Glasses', 'price': 19.99, 'quantity': 4, 'total': 79.96, 'discountPercentage': 11.22, 'discountedTotal': 70.99, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sunglasses/party-glasses/thumbnail.webp'}, {'id': 98, 'title': 'Rolex Submariner Watch', 'price': 13999.99, 'quantity': 4, 'total': 55999.96, 'discountPercentage': 5.05, 'discountedTotal': 53171.96, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/thumbnail.webp'}]",56079.92,53242.95,190,2,8
191,"[{'id': 7, 'title': 'Chanel Coco Noir Eau De', 'price': 129.99, 'quantity': 3, 'total': 389.97, 'discountPercentage': 16.51, 'discountedTotal': 325.59, 'thumbnail': 'https://cdn.dummyjson.com/product-images/fragrances/chanel-coco-noir-eau-de/thumbnail.webp'}, {'id': 45, 'title': 'House Showpiece Plant', 'price': 39.99, 'quantity': 2, 'total': 79.98, 'discountPercentage': 7.46, 'discountedTotal': 74.01, 'thumbnail': 'https://cdn.dummyjson.com/product-images/home-decoration/house-showpiece-plant/thumbnail.webp'}, {'id': 96, 'title': 'Rolex Cellini Moonphase', 'price': 12999.99, 'quantity': 3, 'total': 38999.97, 'discountPercentage': 17.52, 'discountedTotal': 32167.18, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/thumbnail.webp'}, {'id': 184, 'title': 'Tropical Earring', 'price': 19.99, 'quantity': 1, 'total': 19.99, 'discountPercentage': 0.76, 'discountedTotal': 19.84, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-jewellery/tropical-earring/thumbnail.webp'}, {'id': 78, 'title': 'Apple MacBook Pro 14 Inch Space Grey', 'price': 1999.99, 'quantity': 2, 'total': 3999.98, 'discountPercentage': 4.69, 'discountedTotal': 3812.38, 'thumbnail': 'https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/thumbnail.webp'}]",43489.89,36399.0,191,5,11
192,"[{'id': 98, 'title': 'Rolex Submariner Watch', 'price': 13999.99, 'quantity': 5, 'total': 69999.95, 'discountPercentage': 5.05, 'discountedTotal': 66464.95, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/thumbnail.webp'}, {'id': 92, 'title': 'Sports Sneakers Off White Red', 'price': 109.99, 'quantity': 3, 'total': 329.96999999999997, 'discountPercentage': 0.04, 'discountedTotal': 329.84, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-shoes/sports-sneakers-off-white-red/thumbnail.webp'}, {'id': 28, 'title': 'Ice Cream', 'price': 5.49, 'quantity': 5, 'total': 27.450000000000003, 'discountPercentage': 8.69, 'discountedTotal': 25.06, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/ice-cream/thumbnail.webp'}, {'id': 1, 'title': 'Essence Mascara Lash Princess', 'price': 9.99, 'quantity': 3, 'total': 29.97, 'discountPercentage': 10.48, 'discountedTotal': 26.83, 'thumbnail': 'https://cdn.dummyjson.com/product-images/beauty/essence-mascara-lash-princess/thumbnail.webp'}, {'id': 43, 'title': 'Decoration Swing', 'price': 59.99, 'quantity': 4, 'total': 239.96, 'discountPercentage': 10.41, 'discountedTotal': 214.98, 'thumbnail': 'https://cdn.dummyjson.com/product-images/home-decoration/decoration-swing/thumbnail.webp'}]",70627.3,67061.66,192,5,20
193,"[{'id': 26, 'title': 'Green Chili Pepper', 'price': 0.99, 'quantity': 5, 'total': 4.95, 'discountPercentage': 1, 'discountedTotal': 4.9, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/green-chili-pepper/thumbnail.webp'}, {'id': 100, 'title': 'Apple Airpods', 'price': 129.99, 'quantity': 4, 'total': 519.96, 'discountPercentage': 15.54, 'discountedTotal': 439.16, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/thumbnail.webp'}, {'id': 138, 'title': 'Baseball Ball', 'price': 8.99, 'quantity': 4, 'total': 35.96, 'discountPercentage': 1.71, 'discountedTotal': 35.35, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/baseball-ball/thumbnail.webp'}, {'id': 2, 'title': 'Eyeshadow Palette with Mirror', 'price': 19.99, 'quantity': 1, 'total': 19.99, 'discountPercentage': 18.19, 'discountedTotal': 16.35, 'thumbnail': 'https://cdn.dummyjson.com/product-images/beauty/eyeshadow-palette-with-mirror/thumbnail.webp'}, {'id': 149, 'title': 'Iron Golf', 'price': 49.99, 'quantity': 1, 'total': 49.99, 'discountPercentage': 6.53, 'discountedTotal': 46.73, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/iron-golf/thumbnail.webp'}, {'id': 59, 'title': 'Glass', 'price': 4.99, 'quantity': 5, 'total': 24.950000000000003, 'discountPercentage': 7.92, 'discountedTotal': 22.97, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/glass/thumbnail.webp'}]",655.8,565.46,193,6,20
194,"[{'id': 111, 'title': 'Selfie Stick Monopod', 'price': 12.99, 'quantity': 3, 'total': 38.97, 'discountPercentage': 19.12, 'discountedTotal': 31.52, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-stick-monopod/thumbnail.webp'}, {'id': 167, 'title': '300 Touring', 'price': 28999.99, 'quantity': 3, 'total': 86999.97, 'discountPercentage': 3.98, 'discountedTotal': 83537.37, 'thumbnail': 'https://cdn.dummyjson.com/product-images/vehicle/300-touring/thumbnail.webp'}, {'id': 17, 'title': 'Beef Steak', 'price': 12.99, 'quantity': 4, 'total': 51.96, 'discountPercentage': 9.61, 'discountedTotal': 46.97, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/beef-steak/thumbnail.webp'}]",87090.9,83615.86,194,3,10
195,"[{'id': 103, 'title': 'Apple HomePod Mini Cosmic Grey', 'price': 99.99, 'quantity': 4, 'total': 399.96, 'discountPercentage': 18.1, 'discountedTotal': 327.57, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-homepod-mini-cosmic-grey/thumbnail.webp'}, {'id': 100, 'title': 'Apple Airpods', 'price': 129.99, 'quantity': 1, 'total': 129.99, 'discountPercentage': 15.54, 'discountedTotal': 109.79, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/thumbnail.webp'}, {'id': 192, 'title': 'Rolex Datejust Women', 'price': 10999.99, 'quantity': 4, 'total': 43999.96, 'discountPercentage': 15.94, 'discountedTotal': 36986.37, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-watches/rolex-datejust-women/thumbnail.webp'}, {'id': 43, 'title': 'Decoration Swing', 'price': 59.99, 'quantity': 1, 'total': 59.99, 'discountPercentage': 10.41, 'discountedTotal': 53.75, 'thumbnail': 'https://cdn.dummyjson.com/product-images/home-decoration/decoration-swing/thumbnail.webp'}, {'id': 60, 'title': 'Grater Black', 'price': 10.99, 'quantity': 4, 'total': 43.96, 'discountPercentage': 3.56, 'discountedTotal': 42.4, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/grater-black/thumbnail.webp'}, {'id': 27, 'title': 'Honey Jar', 'price': 6.99, 'quantity': 4, 'total': 27.96, 'discountPercentage': 14.4, 'discountedTotal': 23.93, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/honey-jar/thumbnail.webp'}]",44661.82,37543.81,195,6,18
196,"[{'id': 185, 'title': 'Black & Brown Slipper', 'price': 19.99, 'quantity': 2, 'total': 39.98, 'discountPercentage': 3.33, 'discountedTotal': 38.65, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-shoes/black-&-brown-slipper/thumbnail.webp'}, {'id': 1, 'title': 'Essence Mascara Lash Princess', 'price': 9.99, 'quantity': 5, 'total': 49.95, 'discountPercentage': 10.48, 'discountedTotal': 44.72, 'thumbnail': 'https://cdn.dummyjson.com/product-images/beauty/essence-mascara-lash-princess/thumbnail.webp'}, {'id': 52, 'title': 'Carbon Steel Wok', 'price': 29.99, 'quantity': 2, 'total': 59.98, 'discountPercentage': 6.53, 'discountedTotal': 56.06, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/carbon-steel-wok/thumbnail.webp'}, {'id': 24, 'title': 'Fish Steak', 'price': 14.99, 'quantity': 4, 'total': 59.96, 'discountPercentage': 4.23, 'discountedTotal': 57.42, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/fish-steak/thumbnail.webp'}, {'id': 115, 'title': 'MotoGP CI.H1', 'price': 14999.99, 'quantity': 5, 'total': 74999.95, 'discountPercentage': 6.92, 'discountedTotal': 69809.95, 'thumbnail': 'https://cdn.dummyjson.com/product-images/motorcycle/motogp-ci.h1/thumbnail.webp'}]",75209.82,70006.8,196,5,18
197,"[{'id': 18, 'title': 'Cat Food', 'price': 8.99, 'quantity': 4, 'total': 35.96, 'discountPercentage': 9.58, 'discountedTotal': 32.52, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/cat-food/thumbnail.webp'}, {'id': 167, 'title': '300 Touring', 'price': 28999.99, 'quantity': 2, 'total': 57999.98, 'discountPercentage': 3.98, 'discountedTotal': 55691.58, 'thumbnail': 'https://cdn.dummyjson.com/product-images/vehicle/300-touring/thumbnail.webp'}, {'id': 87, 'title': 'Men Check Shirt', 'price': 27.99, 'quantity': 1, 'total': 27.99, 'discountPercentage': 11.38, 'discountedTotal': 24.8, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-shirts/men-check-shirt/thumbnail.webp'}]",58063.93,55748.9,197,3,7
198,"[{'id': 39, 'title': 'Soft Drinks', 'price': 1.99, 'quantity': 3, 'total': 5.97, 'discountPercentage': 17.48, 'discountedTotal': 4.93, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/soft-drinks/thumbnail.webp'}, {'id': 36, 'title': 'Protein Powder', 'price': 19.99, 'quantity': 3, 'total': 59.97, 'discountPercentage': 7.59, 'discountedTotal': 55.42, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/protein-powder/thumbnail.webp'}, {'id': 168, 'title': 'Charger SXT RWD', 'price': 32999.99, 'quantity': 3, 'total': 98999.97, 'discountPercentage': 8.23, 'discountedTotal': 90852.27, 'thumbnail': 'https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/thumbnail.webp'}, {'id': 129, 'title': 'Realme X', 'price': 299.99, 'quantity': 5, 'total': 1499.95, 'discountPercentage': 6.95, 'discountedTotal': 1395.7, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/realme-x/thumbnail.webp'}]",100565.86,92308.32,198,4,14
199,"[{'id': 98, 'title': 'Rolex Submariner Watch', 'price': 13999.99, 'quantity': 2, 'total': 27999.98, 'discountPercentage': 5.05, 'discountedTotal': 26585.98, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/thumbnail.webp'}, {'id': 43, 'title': 'Decoration Swing', 'price': 59.99, 'quantity': 4, 'total': 239.96, 'discountPercentage': 10.41, 'discountedTotal': 214.98, 'thumbnail': 'https://cdn.dummyjson.com/product-images/home-decoration/decoration-swing/thumbnail.webp'}]",28239.94,26800.96,199,2,6
200,"[{'id': 87, 'title': 'Men Check Shirt', 'price': 27.99, 'quantity': 5, 'total': 139.95, 'discountPercentage': 11.38, 'discountedTotal': 124.02, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-shirts/men-check-shirt/thumbnail.webp'}, {'id': 187, 'title': 'Golden Shoes Woman', 'price': 49.99, 'quantity': 3, 'total': 149.97, 'discountPercentage': 13.93, 'discountedTotal': 129.08, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-shoes/golden-shoes-woman/thumbnail.webp'}, {'id': 44, 'title': 'Family Tree Photo Frame', 'price': 29.99, 'quantity': 3, 'total': 89.97, 'discountPercentage': 14.87, 'discountedTotal': 76.59, 'thumbnail': 'https://cdn.dummyjson.com/product-images/home-decoration/family-tree-photo-frame/thumbnail.webp'}, {'id': 142, 'title': 'Cricket Ball', 'price': 12.99, 'quantity': 5, 'total': 64.95, 'discountPercentage': 8.63, 'discountedTotal': 59.34, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/cricket-ball/thumbnail.webp'}, {'id': 187, 'title': 'Golden Shoes Woman', 'price': 49.99, 'quantity': 5, 'total': 249.95000000000002, 'discountPercentage': 13.93, 'discountedTotal': 215.13, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-shoes/golden-shoes-woman/thumbnail.webp'}, {'id': 97, 'title': 'Rolex Datejust', 'price': 10999.99, 'quantity': 2, 'total': 21999.98, 'discountPercentage': 3.73, 'discountedTotal': 21179.38, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-watches/rolex-datejust/thumbnail.webp'}]",22694.77,21783.54,200,6,23
201,"[{'id': 86, 'title': 'Man Short Sleeve Shirt', 'price': 19.99, 'quantity': 3, 'total': 59.97, 'discountPercentage': 6.83, 'discountedTotal': 55.87, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-shirts/man-short-sleeve-shirt/thumbnail.webp'}, {'id': 72, 'title': 'Slotted Turner', 'price': 8.99, 'quantity': 1, 'total': 8.99, 'discountPercentage': 13.35, 'discountedTotal': 7.79, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/slotted-turner/thumbnail.webp'}, {'id': 28, 'title': 'Ice Cream', 'price': 5.49, 'quantity': 5, 'total': 27.450000000000003, 'discountPercentage': 8.69, 'discountedTotal': 25.06, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/ice-cream/thumbnail.webp'}, {'id': 171, 'title': 'Pacifica Touring', 'price': 31999.99, 'quantity': 4, 'total': 127999.96, 'discountPercentage': 14.76, 'discountedTotal': 109107.17, 'thumbnail': 'https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/thumbnail.webp'}]",128096.37,109195.89,201,4,13
202,"[{'id': 112, 'title': 'TV Studio Camera Pedestal', 'price': 499.99, 'quantity': 1, 'total': 499.99, 'discountPercentage': 8.31, 'discountedTotal': 458.44, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/tv-studio-camera-pedestal/thumbnail.webp'}, {'id': 19, 'title': 'Chicken Meat', 'price': 9.99, 'quantity': 5, 'total': 49.95, 'discountPercentage': 13.7, 'discountedTotal': 43.11, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/chicken-meat/thumbnail.webp'}, {'id': 65, 'title': 'Lunch Box', 'price': 12.99, 'quantity': 1, 'total': 12.99, 'discountPercentage': 10.34, 'discountedTotal': 11.65, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/lunch-box/thumbnail.webp'}, {'id': 113, 'title': 'Generic Motorcycle', 'price': 3999.99, 'quantity': 5, 'total': 19999.949999999997, 'discountPercentage': 12.1, 'discountedTotal': 17579.96, 'thumbnail': 'https://cdn.dummyjson.com/product-images/motorcycle/generic-motorcycle/thumbnail.webp'}, {'id': 159, 'title': 'iPad Mini 2021 Starlight', 'price': 499.99, 'quantity': 5, 'total': 2499.95, 'discountPercentage': 3.64, 'discountedTotal': 2408.95, 'thumbnail': 'https://cdn.dummyjson.com/product-images/tablets/ipad-mini-2021-starlight/thumbnail.webp'}, {'id': 119, 'title': 'Olay Ultra Moisture Shea Butter Body Wash', 'price': 12.99, 'quantity': 4, 'total': 51.96, 'discountPercentage': 16.39, 'discountedTotal': 43.44, 'thumbnail': 'https://cdn.dummyjson.com/product-images/skin-care/olay-ultra-moisture-shea-butter-body-wash/thumbnail.webp'}]",23114.79,20545.55,202,6,21
